route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
4_409,2,"409","","CM. PÓŁNOCNY-BRAMA ZACH. - Dziekanowska - Estrady - Wólczyńska - Wóycickiego - Pułkowa - al. gen. Wittek - Kasprowicza - Conrada - Kochanowskiego - Rudnickiego - Powązkowska - Słomińskiego - Starzyńskiego - św. Wincentego - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE|BRÓDNO-PODGRODZIE - Chodecka - Kondratowicza - św. Wincentego - Starzyńskiego - Słomińskiego - Powązkowska - gen. Maczka - Kochanowskiego - Conrada - Wólczyńska - al. gen. Wittek - Pułkowa - Wóycickiego - Wólczyńska - Estrady - Dziekanowska - CM. PÓŁNOCNY-BRAMA ZACH.",3
4_500,2,"500","","RONDO „RADOSŁAWA” - Dzika - Słomińskiego - Starzyńskiego - św. Wincentego - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE|BRÓDNO-PODGRODZIE - Chodecka - Kondratowicza - św. Wincentego - Starzyńskiego - Słomińskiego - Dzika - RONDO „RADOSŁAWA”",3
4_502,2,"502","","METRO POLITECHNIKA - Waryńskiego - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Płowiecka - Czecha - Trakt Brzeski - Jana Pawła II - Graniczna - STARA MIŁOSNA (GRANICZNA)|STARA MIŁOSNA (GRANICZNA) - Jana Pawła II - Trakt Brzeski - Czecha - Płowiecka - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - METRO POLITECHNIKA",3
4_503,2,"503","","KONWIKTORSKA - Konwiktorska - Bonifraterska - pl. Krasińskich - Miodowa - Wierzbowa - pl. Małachowskiego - Świętokrzyska - Nowy Świat - Al. Ujazdowskie - Belwederska - Sobieskiego - al. Sikorskiego - Dolina Służewiecka - al. Rodowicza „Anody” - Rosoła - Indiry Gandhi - Dereniowa - Płaskowickiej - NATOLIN PŁN.|NATOLIN PŁN. - Dereniowa - Indiry Gandhi - Rosoła - al. Rodowicza „Anody” - Dolina Służewiecka - al. Sikorskiego - Sobieskiego - Belwederska - Al. Ujazdowskie - pl. Trzech Krzyży - Nowy Świat - Świętokrzyska - pl. Małachowskiego - Moliera - pl. Krasińskich - Bonifraterska - Słomińskiego - Konwiktorska - KONWIKTORSKA",3
4_504,2,"504","","OS. KABATY - al. KEN - Wąwozowa - Stryjeńskich - Dereniowa - Pileckiego - Puławska - Rzymowskiego - Marynarska - Żwirki i Wigury - Krzyckiego - Al. Jerozolimskie - jezdnia płn. Dw. Centralnego - DW. CENTRALNY|DW. CENTRALNY - Al. Jerozolimskie - Raszyńska - Żwirki i Wigury - Sasanki - Marynarska - Rzymowskiego - Pileckiego - Ciszewskiego - Dereniowa - Stryjeńskich - Wąwozowa - al. KEN - OS. KABATY",3
4_507,2,"507","","GOCŁAW - Bora-Komorowskiego - Egipska - Saska - al. Poniatowskiego - al. 3 Maja - Al. Jerozolimskie - Emilii Plater - DW. CENTRALNY|DW. CENTRALNY - Al. Jerozolimskie - al. 3 Maja - al. Poniatowskiego - Saska - Bora-Komorowskiego - GOCŁAW",3
4_509,2,"509","","WINNICA - Dionizosa - Światowida - Modlińska - Jagiellońska - Targowa - al. Zieleniecka - Saska - Bora-Komorowskiego - Fieldorfa „Nila” - Umińskiego - Bora-Komorowskiego - GOCŁAW|GOCŁAW - Umińskiego - Fieldorfa „Nila” - Bora-Komorowskiego - Egipska - Saska - al. Zieleniecka - Targowa - al. „Solidarności” - Jagiellońska - Modlińska - Światowida - Dionizosa - WINNICA",3
4_511,2,"511","","METRO MŁOCINY - Kasprowicza - al. gen. Wittek - Modlińska - Aluzyjna - DĄBRÓWKA WIŚLANA|DĄBRÓWKA WIŚLANA - Modlińska - al. płk. Kuklińskiego - Kasprowicza - METRO MŁOCINY",3
4_512,2,"512","","DW. WSCHODNI (KIJOWSKA) - Kijowska - al. „Solidarności” - Radzymińska - Młodzieńcza - Codzienna - Rolanda - Rajmunda - KANAŁ BRÓDNOWSKI|KANAŁ BRÓDNOWSKI - Figara - Codzienna - Młodzieńcza - Radzymińska - Targowa - Kijowska - DW. WSCHODNI (KIJOWSKA)",3
4_514,2,"514","","WOLA GRZYBOWSKA - Żółkiewskiego - Armii Krajowej - Niemcewicza - Wspólna - Szosowa - Grzybowa - al. Komandosów - Ilskiego - Marsa - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - METRO POLITECHNIKA|METRO POLITECHNIKA - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Marsa - Ilskiego - al. Komandosów - Grzybowa - Szosowa - Wspólna - Niemcewicza - 1. Praskiego Pułku WP - Armii Krajowej - Żółkiewskiego - WOLA GRZYBOWSKA",3
4_516,2,"516","","ŻERAŃ FSO - Modlińska - Światowida - Milenijna - Ćmielowska - Świderska - Odkryta - Dzierzgońska - Światowida - NOWODWORY|NOWODWORY - Dzierzgońska - Odkryta - Nowodworska - Świderska - Ćmielowska - Milenijna - Modlińska - ŻERAŃ FSO",3
4_517,2,"517","","PL. TRZECH KRZYŻY - pl. Trzech Krzyży - Al. Jerozolimskie - Grójecka - Sokołowskiego „Grzymały” - Al. Jerozolimskie - Łopuszańska - Kleszczowa - Ryżowa - Dzieci Warszawy - Sławka - Pużaka - Kompanii AK „Kordian” - Spisaka - Kościuszki - Władysława Jagiełły - Warszawska - Keniga - Orląt Lwowskich - URSUS-NIEDŹWIADEK|URSUS-NIEDŹWIADEK - Keniga - Warszawska - Lalki - Kościuszki - Kompanii AK „Kordian” - Pużaka - Sławka - Dzieci Warszawy - Ryżowa - Kleszczowa - Łopuszańska - Al. Jerozolimskie - Kopińska - pl. Narutowicza - Grójecka - Al. Jerozolimskie - pl. Trzech Krzyży - PL. TRZECH KRZYŻY",3
4_518,2,"518","","BIELAŃSKA - Bielańska - Miodowa - pl. Krasińskich - Muranowska - Andersa - Mickiewicza - Słowackiego - Włościańska - al. Armii Krajowej - Modlińska - Światowida - Myśliborska - Porajów - Świderska - Odkryta - Hanki Ordonówny - Światowida - NOWODWORY|NOWODWORY - Hanki Ordonówny - Odkryta - Nowodworska - Świderska - Porajów - Myśliborska - Światowida - Modlińska - al. Armii Krajowej - Słowackiego - pl. Wilsona - Andersa - Bonifraterska - pl. Krasińskich - Miodowa - Senatorska - pl. Bankowy - Bielańska - BIELAŃSKA",3
4_519,2,"519","","POWSIN-PARK KULTURY - Opieńki - Przekorna - Drewny - Przyczółkowa - al. Wilanowska - Sobieskiego - Św. Bonifacego - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - al. Sikorskiego - Św. Bonifacego - Sobieskiego - al. Wilanowska - Przyczółkowa - Przekorna - Opieńki - POWSIN-PARK KULTURY",3
4_520,2,"520","","MARYSIN - Korkowa - Stepowa - Marsa - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - pl. Konstytucji - Marszałkowska - Al. Jerozolimskie - jezdnia płn. Dw. Centralnego - DW. CENTRALNY|DW. CENTRALNY - Marszałkowska - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Marsa - Okularowa - Stepowa - Korkowa - MARYSIN",3
4_521,2,"521","","FALENICA - Bysławska - Patriotów - Widoczna - Płowiecka - Grochowska - rondo Wiatraczna - al. Waszyngtona - al. Poniatowskiego - al. 3 Maja - Al. Jerozolimskie - Emilii Plater - DW. CENTRALNY|DW. CENTRALNY - Al. Jerozolimskie - al. 3 Maja - al. Poniatowskiego - al. Waszyngtona - Grochowska - Płowiecka - Widoczna - Patriotów - Przewodowa - Patriotów - Bysławska - FALENICA",3
4_523,2,"523","","PKP OLSZYNKA GROCHOWSKA - Chłopickiego - Szaserów - Wiatraczna - al. Stanów Zjednoczonych - al. Armii Ludowej - Wawelska - Kopińska - Sokołowskiego „Grzymały” - Al. Jerozolimskie - al. Prymasa Tysiąclecia - Górczewska - Powstańców Śląskich - Radiowa - Kaliskiego - STARE BEMOWO|STARE BEMOWO - Radiowa - Powstańców Śląskich - Górczewska - al. Prymasa Tysiąclecia - Al. Jerozolimskie - Kopińska - Wawelska - al. Armii Ludowej - al. Stanów Zjednoczonych - Zakole - Szaserów - Chłopickiego - PKP OLSZYNKA GROCHOWSKA",3
4_525,2,"525","","DW. CENTRALNY - jezdnia płn. Dw. Centralnego - Marszałkowska - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Płowiecka - Czecha - Kajki - Pożaryskiego - Żegańska - al. Dzieci Polskich - MIĘDZYLESIE|MIĘDZYLESIE - Żegańska - Pożaryskiego - Kajki - Czecha - Płowiecka - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - pl. Konstytucji - Marszałkowska - Al. Jerozolimskie - jezdnia płn. Dw. Centralnego - DW. CENTRALNY",3
4_527,2,"527","","METRO KONDRATOWICZA - Kondratowicza - Głębocka - Skarbka z Gór - Berensona - Skośna - GRODZISK|GRODZISK - Berensona - Skarbka z Gór - Głębocka - Kondratowicza - METRO KONDRATOWICZA",3
4_702,2,"702","","OTWOCK ORLA - Otwock/Orla - Otwock/Andriollego - Otwock/Matejki - Otwock/Stefana Batorego - Otwock/Okrzei - Otwock/Rycerska - Otwock/Mieszka I - Otwock/Kraszewskiego - Józefów/Nadwiślańska - Wał Miedzeszyński - Ogórkowa - Wał Miedzeszyński - Trakt Lubelski - Floriana - Płowiecka - Grochowska - WIATRACZNA|WIATRACZNA - Płowiecka - Trakt Lubelski - Wał Miedzeszyński - Ogórkowa - Wał Miedzeszyński - Józefów/Nadwiślańska - Otwock/Mieszka I - Otwock/Okrzei - Otwock/Stefana Batorego - Otwock/Andriollego - Otwock/Orla - OTWOCK ORLA",3
4_703,2,"703","","KOSÓW KOSÓW - Kosów/Karasia - Wólka Kosowska/Nadrzeczna - Szamoty/Nadarzyńska - Kajetany/Rolna - Nadarzyn/Kościelna - Nadarzyn/al. Katowicka - Paszków/Na Skraju - Wolica/al. Katowicka - Janki/droga lokalna - Janki/Mszczonowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Janki/Mszczonowska - Janki/droga lokalna - Wolica/al. Katowicka - Paszków/Na Skraju - Nadarzyn/al. Katowicka - Nadarzyn/Kościelna - Kajetany/Rolna - Szamoty/Nadarzyńska - Wólka Kosowska/Nadrzeczna - Kosów/Karasia - KOSÓW KOSÓW",3
4_704,2,"704","","HIPOLITÓW PKP HALINÓW - Hipolitów/Warszawska - Konik Stary/Terespolska - Konik Nowy/Terespolska - Sulejówek/Trakt Brzeski - Trakt Brzeski - Czecha - Płowiecka - Grochowska - WIATRACZNA|WIATRACZNA - Płowiecka - Czecha - Trakt Brzeski - Sulejówek/Trakt Brzeski - Konik Nowy/Terespolska - Konik Stary/Warszawska - Hipolitów/Warszawska - HIPOLITÓW PKP HALINÓW",3
4_705,2,"705","","RYNIA RYNIA - Rynia/Główna - Białobrzegi/Spacerowa - Białobrzegi/Wczasowa - Białobrzegi/Wojska Polskiego - Nieporęt/Wojska Polskiego - Nieporęt/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Rembelszczyzna/Jana Kazimierza - Płochocińska - Modlińska - al. Armii Krajowej - Słowackiego - Włościańska - METRO MARYMONT|NOWE ZAŁUBICE OPOLSKA - Nowe Załubice/Opolska - Stare Załubice/Mazowiecka - Borki/Wczasowa - Białobrzegi/Wczasowa - Białobrzegi/Wojska Polskiego - Nieporęt/Wojska Polskiego - Nieporęt/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Rembelszczyzna/Jana Kazimierza - Płochocińska - Modlińska - al. Armii Krajowej - Słowackiego - Włościańska - METRO MARYMONT|BIAŁOBRZEGI BIAŁOBRZEGI - Białobrzegi/Wojska Polskiego - Nieporęt/Wojska Polskiego - Nieporęt/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Rembelszczyzna/Jana Kazimierza - Płochocińska - Modlińska - al. Armii Krajowej - Słowackiego - Włościańska - METRO MARYMONT|METRO MARYMONT - al. Armii Krajowej - Modlińska - Płochocińska - Rembelszczyzna/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Nieporęt/Jana Kazimierza - Nieporęt/Wojska Polskiego - Białobrzegi/Wojska Polskiego - BIAŁOBRZEGI BIAŁOBRZEGI|METRO MARYMONT - Włościańska - al. Armii Krajowej - Modlińska - Płochocińska - Rembelszczyzna/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Nieporęt/Jana Kazimierza - Nieporęt/Wojska Polskiego - Białobrzegi/Wojska Polskiego - Białobrzegi/Wczasowa - Borki/Wczasowa - Stare Załubice/Mazowiecka - Nowe Załubice/Opolska - NOWE ZAŁUBICE OPOLSKA|METRO MARYMONT - Włościańska - al. Armii Krajowej - Modlińska - Płochocińska - Rembelszczyzna/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Nieporęt/Jana Kazimierza - Nieporęt/Wojska Polskiego - Białobrzegi/Wojska Polskiego - Białobrzegi/Wczasowa - Białobrzegi/Spacerowa - Rynia/Główna - RYNIA RYNIA",3
4_706,2,"706","","JANKI PL. SZWEDZKI - Janki/pl. Szwedzki - Janki/Mszczonowska - Janki/Falencka - Falenty/Falencka - Falenty/Opackiego - Falenty/al. Hrabska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Janki/pl. Szwedzki - JANKI PL. SZWEDZKI",3
4_707,2,"707","","P+R AL. KRAKOWSKA - al. Krakowska - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Sękocin Nowy/al. Krakowska - Sękocin Stary/al. Krakowska - Sękocin-Las/al. Krakowska - Sękocin-Las/Słoneczna - Magdalenka/Słoneczna - Lesznowola/Słoneczna - Kolonia Lesznowola/Słoneczna - Stara Iwiczna/Słoneczna - Stara Iwiczna/Nowa - Piaseczno/Wojska Polskiego - Piaseczno/Jana Pawła II - PIASECZNO TARGOWISKO|PIASECZNO TARGOWISKO - Piaseczno/Wojska Polskiego - Stara Iwiczna/Nowa - Stara Iwiczna/Słoneczna - Kolonia Lesznowola/Słoneczna - Lesznowola/Słoneczna - Magdalenka/Słoneczna - Sękocin-Las/al. Krakowska - Sękocin Stary/al. Krakowska - Sękocin Nowy/al. Krakowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA",3
4_709,2,"709","","PIASECZNO PKP PIASECZNO - Piaseczno/Dworcowa - Piaseczno/Jana Pawła II - Piaseczno/Wojska Polskiego - Piaseczno/Puławska - Mysiadło/Puławska - Puławska - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - Puławska - Mysiadło/Puławska - Piaseczno/Puławska - Piaseczno/Jana Pawła II - Piaseczno/Dworcowa - PIASECZNO PKP PIASECZNO",3
4_710,2,"710","","PIASECZNO TARGOWISKO - Piaseczno/Jana Pawła II - Piaseczno/Chyliczkowska - Chylice/Starochylicka - Chylice/Długa - Konstancin-Jeziorna/Długa - Konstancin-Jeziorna/Prusa - Konstancin-Jeziorna/Piłsudskiego - Konstancin-Jeziorna/al. Wojska Polskiego - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Warszawska - Drewny - Korbońskiego - Relaksowa - Wąwozowa - al. KEN - METRO KABATY|METRO KABATY - Wąwozowa - Rosoła - Rosnowskiego - Korbońskiego - Drewny - Konstancin-Jeziorna/Warszawska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/al. Wojska Polskiego - Konstancin-Jeziorna/Piłsudskiego - Konstancin-Jeziorna/Wierzejewskiego - Konstancin-Jeziorna/Piłsudskiego - Konstancin-Jeziorna/Prusa - Konstancin-Jeziorna/Długa - Chylice/Długa - Chylice/Starochylicka - Piaseczno/Chyliczkowska - Piaseczno/Jana Pawła II - PIASECZNO TARGOWISKO",3
4_711,2,"711","","NADARZYN P+R NADARZYN - Nadarzyn/Graniczna - Nadarzyn/Mszczonowska - Nadarzyn/Kościelna - Nadarzyn/Komorowska - Strzeniówka/Komorowska - Strzeniówka/Jodłowa - Nadarzyn/Pruszkowska - Nadarzyn/Kościelna - Nadarzyn/al. Katowicka - Paszków/Na Skraju - Wolica/al. Katowicka - Janki/droga lokalna - Janki/Mszczonowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Janki/Mszczonowska - Janki/droga lokalna - Wolica/al. Katowicka - Paszków/Na Skraju - Nadarzyn/al. Katowicka - Nadarzyn/Kościelna - Nadarzyn/Warszawska - Nadarzyn/Mszczonowska - Nadarzyn/Graniczna - NADARZYN P+R NADARZYN",3
4_712,2,"712","","METRO MŁOCINY - Kasprowicza - Nocznickiego - Wólczyńska - Arkuszowa - Estrady - Klaudyn/Estrady - Klaudyn/Ekologiczna - Klaudyn/Lutosławskiego - Klaudyn/Szymanowskiego - Klaudyn/Ciećwierza - Janów/gen. Sikorskiego - Kwirynów/gen. Sikorskiego - Stare Babice/Rynek - Babice Nowe/parking - BABICE NOWE CH BABICE NOWE|BABICE NOWE CH BABICE NOWE - Stare Babice/Rynek - Kwirynów/gen. Sikorskiego - Janów/gen. Sikorskiego - Klaudyn/Lutosławskiego - Klaudyn/Szymanowskiego - Klaudyn/Ciećwierza - Klaudyn/Ekologiczna - Klaudyn/Estrady - Estrady - Arkuszowa - Wólczyńska - Nocznickiego - al. gen. Wittek - Kasprowicza - METRO MŁOCINY",3
4_713,2,"713","","KOPRKI KOPRKI - Koprki/Jaśminowa - Koprki/Rataja - Koprki/Poznańska - Ołtarzew/Poznańska - Ożarów Mazowiecki/Parkowa - Ożarów Mazowiecki/Poznańska - Bronisze/Poznańska - Jawczyce/Poznańska - Mory/Poznańska - Połczyńska - Fort Wola - CM. WOLSKI|KOPRKI KOPRKI - Koprki/Jaśminowa - Koprki/Rataja - Koprki/Poznańska - Ołtarzew/Poznańska - Ożarów Mazowiecki/Poznańska - Bronisze/Poznańska - Jawczyce/Poznańska - Mory/Poznańska - Połczyńska - Fort Wola - CM. WOLSKI|CM. WOLSKI - Wolska - Połczyńska - Poznańska - Mory/Poznańska - Jawczyce/Poznańska - Bronisze/Poznańska - Ożarów Mazowiecki/Poznańska - Ożarów Mazowiecki/Parkowa - Ożarów Mazowiecki/Poznańska - Ołtarzew/Poznańska - Ołtarzew/Nizinna - Koprki/Jaśminowa - KOPRKI KOPRKI|CM. WOLSKI - Fort Wola - Wolska - Połczyńska - Poznańska - Mory/Poznańska - Jawczyce/Poznańska - Bronisze/Poznańska - Ożarów Mazowiecki/Poznańska - Ołtarzew/Poznańska - Ołtarzew/Nizinna - Koprki/Jaśminowa - KOPRKI KOPRKI",3
4_714,2,"714","","KOCZARGI STARE KLONOWA - Koczargi Stare/Klonowa - Koczargi Stare/Akacjowa - Lipków/Akacjowa - Lipków/Paschalisa-Jakubowicza - Lipków/Mościckiego - Stare Babice/Sienkiewicza - Stare Babice/Rynek - Stare Babice/Dobrzańskiego „Hubala” - Latchorzew/Dobrzańskiego „Hubala” - Dobrzańskiego „Hubala” - Blizne Łaszczyńskiego/Łaszczyńskiego - Blizne Łaszczyńskiego/Graniczna - Blizne Łaszczyńskiego/Warszawska - Górczewska - METRO BEMOWO|METRO BEMOWO - Blizne Łaszczyńskiego/Przejazd - Blizne Łaszczyńskiego/Łaszczyńskiego - Dobrzańskiego „Hubala” - Blizne Jasińskiego/Dobrzańskiego „Hubala” - Latchorzew/Dobrzańskiego „Hubala” - Stare Babice/Dobrzańskiego „Hubala” - Stare Babice/Rynek - Stare Babice/Sienkiewicza - Lipków/Mościckiego - Lipków/Akacjowa - Koczargi Stare/Akacjowa - Koczargi Stare/Klonowa - KOCZARGI STARE KLONOWA",3
4_715,2,"715","","P+R AL. KRAKOWSKA - al. Krakowska - Raszyn/al. Krakowska - Raszyn/Sportowa - Rybie/Raszyńska - Jaworowa/Warszawska - Dawidy/Warszawska - Dawidy/Długa - Dawidy Bankowe/Długa - Łady/Długa - Podolszyn Nowy/Długa - Łady/Długa - Dawidy Bankowe/Długa - Dawidy/Długa - Dawidy/Warszawska - Dawidy Bankowe/Starzyńskiego - Zgorzała/Karczunkowska - Karczunkowska - Puławska - Płaskowickiej - Roentgena - Pileckiego - Herbsta - al. KEN - Beli Bartóka - al. Rodowicza „Anody” - URSYNÓW PŁN.|URSYNÓW PŁN. - Beli Bartóka - al. KEN - Herbsta - Roentgena - Płaskowickiej - Puławska - Karczunkowska - Zgorzała/Zgorzalska - Dawidy Bankowe/Starzyńskiego - Dawidy/Warszawska - Dawidy/Długa - Dawidy Bankowe/Długa - Łady/Długa - Podolszyn Nowy/Długa - Łady/Długa - Dawidy Bankowe/Długa - Dawidy/Długa - Dawidy/Warszawska - Jaworowa/Warszawska - Rybie/Raszyńska - Raszyn/Sportowa - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA",3
4_716,2,"716","","PIASTÓW OGIŃSKIEGO - Piastów/Sowińskiego - Piastów/al. Wojska Polskiego - Piastów/Warszawska - Orląt Lwowskich - Keniga - Warszawska - Lalki - Gierdziejewskiego - Połczyńska - Fort Wola - CM. WOLSKI|CM. WOLSKI - Wolska - Połczyńska - Gierdziejewskiego - Władysława Jagiełły - Warszawska - Keniga - Orląt Lwowskich - Piastów/Warszawska - Piastów/al. Wojska Polskiego - Piastów/Sowińskiego - PIASTÓW OGIŃSKIEGO",3
4_717,2,"717","","PIASTÓW OGIŃSKIEGO - Piastów/al. Wojska Polskiego - Piastów/al. Tysiąclecia - Piastów/Al. Jerozolimskie - Opacz-Kolonia/Al. Jerozolimskie - Al. Jerozolimskie - GRZYMAŁY-SOKOŁOWSKIEGO|DW. ZACHODNI - Opacz-Kolonia/Al. Jerozolimskie - Piastów/Al. Jerozolimskie - Pruszków/Grunwaldzka - Piastów/al. Tysiąclecia - Piastów/al. Wojska Polskiego - Piastów/Sowińskiego - PIASTÓW OGIŃSKIEGO",3
4_719,2,"719","","LESZNO LESZNO - Leszno/Sochaczewska - Leszno/Warszawska - Zaborówek/Stołeczna - Zaborów/Stołeczna - Wyględy/Stołeczna - Borzęcin Duży/Warszawska - Wierzbin/Warszawska - Wojcieszyn/Warszawska - Koczargi Nowe/Warszawska - Zielonki-Wieś/Warszawska - Zielonki/Warszawska - Stare Babice/Warszawska - Stare Babice/Rynek - Latchorzew/Warszawska - Lubiczów/Warszawska - Blizne Jasińskiego/Warszawska - Blizne Łaszczyńskiego/Warszawska - Górczewska - METRO BEMOWO|METRO BEMOWO - Blizne Łaszczyńskiego/Warszawska - Blizne Jasińskiego/Warszawska - Lubiczów/Warszawska - Latchorzew/Warszawska - Stare Babice/Rynek - Stare Babice/Warszawska - Zielonki/Warszawska - Zielonki-Wieś/Warszawska - Koczargi Nowe/Warszawska - Wojcieszyn/Warszawska - Wierzbin/Warszawska - Borzęcin Duży/Warszawska - Wyględy/Stołeczna - Zaborów/Stołeczna - Zaborówek/Stołeczna - Leszno/Warszawska - Leszno/Sochaczewska - LESZNO LESZNO",3
4_720,2,"720","","RZAKTA RZAKTA - Rzakta/Mazowiecka - Czarnówka/Złotej Jesieni - Glinianka/Wrzosowa - Glinianka/Napoleońska - Lipowo/Armii Krajowej - Malcanów/Mazowiecka - Dziechciniec/Majowa - Żanęcin/Rajska - Wiązowna/Projektowana - Wiązowna/Kościelna - Wiązowna/Lubelska - Góraszka/Przelotowa - Góraszka/Lubelska - Majdan/Piękna - Majdan/Lubelska - Zakręt/Lubelska - Lubelska - Trakt Brzeski - Czecha - Płowiecka - Grochowska - WIATRACZNA|WIATRACZNA - Płowiecka - Czecha - Trakt Brzeski - Lubelska - Zakręt/Lubelska - Majdan/Lubelska - Majdan/Klubowa - Góraszka/Lubelska - Góraszka/Przelotowa - Wiązowna/Lubelska - Wiązowna/Kościelna - Wiązowna/Spokojna - Żanęcin/Spokojna - Żanęcin/Rajska - Dziechciniec/Majowa - Dziechciniec/Mazowiecka - Malcanów/Mazowiecka - Lipowo/Armii Krajowej - Glinianka/Napoleońska - Czarnówka/Złotej Jesieni - Rzakta/Mazowiecka - RZAKTA RZAKTA",3
4_721,2,"721","","KOSÓW KOSÓW - Kosów/Karasia - Wólka Kosowska/Nadrzeczna - Wólka Kosowska/al. Krakowska - Marysin/al. Krakowska - Łazy/al. Krakowska - Sękocin-Las/Słoneczna - Sękocin-Las/al. Krakowska - Sękocin Stary/al. Krakowska - Sękocin Nowy/al. Krakowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Sękocin Nowy/al. Krakowska - Sękocin Stary/al. Krakowska - Sękocin-Las/al. Krakowska - Łazy/al. Krakowska - Marysin/al. Krakowska - Wólka Kosowska/Nadrzeczna - Kosów/Karasia - KOSÓW KOSÓW",3
